Timestamp,Linear X
1715243919.0764868,0.10239702734488261
1715243919.5764868,0.10206252411060554
1715243920.0764868,0.10821050078539812
1715243920.5764868,0.11306330624649441
1715243921.0764868,0.10675977661773309
1715243921.5764868,0.1054278334766227
1715243922.0764868,0.09827830445180957
1715243922.5764868,0.09133013724772654
1715243923.0764868,0.11116815877033655
1715243923.5764868,0.09233677670917058
1715243924.0764868,0.09879990919889738
1715243924.5764868,0.09409697905991544
1715243925.0764868,0.09440180415389166
1715243925.5764868,0.099245557887685
1715243926.0764868,0.10466791063682798
1715243926.5764868,0.0827448928054344
1715243927.0764868,0.10571866523968042
1715243927.5764868,0.09704222825487929
1715243928.0764868,0.11790467907867962
1715243928.5764868,0.10241573335345208
1715243929.0764868,0.12297310531482322
1715243929.5764868,0.09285668286532098
1715243930.0764868,0.10358027001187456
1715243930.5764868,0.11201583125746307
1715243931.0764868,0.10121005455031613
1715243931.5764868,0.20162933386204981
1715243932.0764868,0.1896580078662342
1715243932.5764868,0.19957476616149444
1715243933.0764868,0.19694661763857635
1715243933.5764868,0.2290363364206925
1715243934.0764868,0.20376634910923822
1715243934.5764868,0.2076327740155219
1715243935.0764868,0.1941859923436148
1715243935.5764868,0.2039359991580111
1715243936.0764868,0.20271639428773944
1715243936.5764868,0.21800513653699655
1715243937.0764868,0.19681925253320234
1715243937.5764868,0.19501260824318847
1715243938.0764868,0.20477043758151484
1715243938.5764868,0.21061962484475028
1715243939.0764868,0.21061933981906764
1715243939.5764868,0.19871904697613138
1715243940.0764868,0.200258173229161
1715243940.5764868,0.19983093157864654
1715243941.0764868,0.19880908787445437
1715243941.5764868,0.19041720055900288
1715243942.0764868,0.20272976213527666
1715243942.5764868,0.19846113200150586
1715243943.0764868,0.22815231315475826
1715243943.5764868,0.20634341547067053
1715243944.0764868,0.29279743530620633
1715243944.5764868,0.30929157669584495
1715243945.0764868,0.29937336224872224
1715243945.5764868,0.30665143046370136
1715243946.0764868,0.3054267115881623
1715243946.5764868,0.3009589807054558
1715243947.0764868,0.2962098524097911
1715243947.5764868,0.2865570494428943
1715243948.0764868,0.3056341394084715
1715243948.5764868,0.30357347983851196
1715243949.0764868,0.30146633728685435
1715243949.5764868,0.28830058950447535
1715243950.0764868,0.3043155821568457
1715243950.5764868,0.29017523044220067
1715243951.0764868,0.3066000404506731
1715243951.5764868,0.30186254531822393
1715243952.0764868,0.3066265292662299
1715243952.5764868,0.28897378132705126
1715243953.0764868,0.28885118435467255
1715243953.5764868,0.2857261987359936
1715243954.0764868,0.283238670594893
1715243954.5764868,0.2821830632463648
1715243955.0764868,0.295059845431256
1715243955.5764868,0.2955049158861091
1715243956.0764868,0.3025202773613068
1715243956.5764868,0.38966152394669373
1715243957.0764868,0.40967953487575576
1715243957.5764868,0.40322182657064737
1715243958.0764868,0.3970103675998243
1715243958.5764868,0.4022941520851981
1715243959.0764868,0.40055035690228913
1715243959.5764868,0.4017669978389631
1715243960.0764868,0.4020504411779253
1715243960.5764868,0.3996859719206345
1715243961.0764868,0.4045521595181167
1715243961.5764868,0.4074471001287753
1715243962.0764868,0.4057637743012569
1715243962.5764868,0.3894694779344193
1715243963.0764868,0.39089399050411044
1715243963.5764868,0.3949892190776325
1715243964.0764868,0.4031345351098275
1715243964.5764868,0.4119383842932729
1715243965.0764868,0.39944938668948465
1715243965.5764868,0.40538741338976747
1715243966.0764868,0.4088022280097691
1715243966.5764868,0.3979005899651941
1715243967.0764868,0.40754157442870986
1715243967.5764868,0.3926319959858164
1715243968.0764868,0.40552302095102005
1715243968.5764868,0.3846324921173793
